product_id,product_name,category,actual_price_1,discount_percentage_1,discounted_price_1,user_id,user_name,rating_1,rating_count,truncated_rating_count,actual_price_truncated,category_division,quartile_rc,actual_price_category,category_division_1
B08CFJBZRK,Prestige IRIS Plus 750 watt mixer grinder,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,6295,48,3249,"AHS4CWP5EVS55YZCJPTJGOYTU3HA,AGHPR6EQTULPZKUROAS4OPAIUOCA,AFKFATTS6WN5ILCVN6CMRLYR7ADA,AFZRJWGYUFNULZQLL27PLZYMTYFA,AELE7DJLGDUM3LAQRBESEJDYTKGA,AGX65SCI23EJZDXFUWB2TMZSWM5Q,AFIJ3YWPZ7XB2PZOM2VOCHGKZ6YQ,AG4P3FAK356UYE52PQV6CJD2YHMQ","Amazon Customer,Priyanka Shaw,manish agrahari,RAMKISAN,Mahammad Mostafa Madani,akash Gupta,Nikhil,surendra Kumar",3.8,14062,14062,6295,Home&Kitchen,3,mean price,Home&Kitchen
B0BMFD94VD,"White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag, Chip, Plastic, Snack Bags, Package Home Closer Storage Tool (Multicolor) Random Colour",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,499,60,199,"AFL4CXIRQT4PT764WYAH2OT3TSBQ,AHCADERQGXE7VE4AC3LMB4JE75WA,AFDGKQUU6XZZCFHIU6DELP2PXF7Q,AGBK7JZOUSPLSNOB4YRTJWXVMKRA,AFZKOLERWHICQGFIVYFDVDPJS56Q,AHAZ2SAFDDJE74JFX4XEYZDFQTJA","Raj Patel,Malvika Upadhyay,Amazon Customer,Jaldeep giniya,Aarti,Poorvee Chandrakar",3.3,12,12,499,Home&Kitchen,1,low price,Home&Kitchen
B0B7L86YCB,Green Tales Heat Seal Mini Food Sealer-Impulse Machine for Sealing Plastic Bags Packaging,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,300,46,161,"AG2BB3Q2AQB7SBFBURGYSMFHDAOA,AGFXIO346VXYI35ANHRTU7FE7ZGA,AEZIOFC5L34FZZOMGKEHXHLG6KQA,AFDS7H2OSIL3I4CZBN7C7NS4XOXA,AEBSIJDEVFVOC7PQYB3W36OLAHNA,AGHY5MD6U2E57UWJTNGFKKQ5KROA,AF23NVMNXHKORCJCQPGAW6PSXMPA,AHSOUBG4CYVABTQRPHI64FAU4NLQ","Navin thawani,Amazon Customer,Jemiba Lawrence,Aditya,Kunal Kapur,Merugamala Suresh,Juhi sharma,tajis",2.6,24,24,300,Home&Kitchen,1,low price,Home&Kitchen
B08YK7BBD2,"Nirdambhay Mini Bag Sealer, 2 in 1 Heat Sealer and Cutter Handheld Sealing Machine Portable Bag Resealer Sealer for Plastic Bags Food Storage Snack Fresh Bag Sealer (Including 2 AA Battery)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,999,57,429,"AELHZH2PRVKJIVTQMABOTT6LUMBQ,AGNBNAIVJCEB3TBMEUWKDG6F3OAA,AEEJ6B3XBCPD2CHBKEWXRNHXM5EA,AFVUY5ZKTN2NRRFDXM6M6IOW6YXQ,AFX3VLIHVKXRNRC2HBLSBNEIV2LQ,AEQABAS4A3RXJ6CM4EX2645IUCEA,AH3SJ6WSYDG6DYJVQ7UYWAACHFMA,AFDFDVVB5IXZZBCIHG3VJVK3E3CQ","Ritika,ABHISHEK U.,Bhavika,Rekha rana,Balamurugan A,Dhiren Shah,Mrs. Imran khan,Anusree",3.0,617,617,999,Home&Kitchen,1,low price,Home&Kitchen
B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,299,46,160,"AE7M7M6QTDYEHQKAKXIWO2OVMBXQ,AESSDAJQCU3XKBAGYDYVBCKLOTSQ,AF3DTQ5WLDISMZLEORWHXTLHV3NQ,AHF2BSEZURS7UKI23YIHED3UIJKQ,AFZKPE6ZA4U5QVICSDRTTYN7PJEQ,AECBX5NSUD2POXPYXHZSETUVH5CA,AGRBDMHDBF2KXPBPF4S5PAVY3NYQ,AG6Z3AUD67XGSSTZOR6GZX3IC3DA","Dr.  Balasubramanian Pechimuthu,Abdul rehman,shradha,VISWA,Arun kumar choudhary,Seshadri Majumdar,pratyush,Amit Sareen",4.6,2781,2781,299,Home&Kitchen,2,low price,Home&Kitchen
B08F47T4X5,"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18, Multi-Color) (Multicolor)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,89,0,89,"AEWWWALRID3B4CQQK7PMSARCRM7Q,AF2QBWT5Z74JZHE3S77CUOB27DAA,AG3KQMTPNTYVQP6G2VVMDJAVISLQ,AFL5X7LNIPQK32WX2QUOVSWPQWVQ,AGOTH5WF7GFVYSVFB74QR6DFFJGQ,AEX5CY5H35NM326XYFBKG2NKEY4Q,AGUESXLWNVQ34VUQZALEPPUM3FBA,AGUUSD7JHIPMDKKGSONBKFQ4CQ4A","Prathiba R,Aishwarya,Jeevan Raj,Madhur,Vimal thapa,Komal Mathur,Babu govindan,Amazon Customer",4.2,19621,19621,89,Home&Kitchen,4,low price,Home&Kitchen
B0B4PPD89B,"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,79,0,79,"AHO6AWGPNKTSTMNPWGZB4WHA2U2Q,AHVONN4NTBA3GJ36PROOYHSDNZCA,AFEQ7NC66N46VGPPVC2NXFWRCW7A,AEGKENPFPHGDZPCWMBUDNHKBVQJA,AHKGDW3ZEXQJDWZST66D6WW3RAPQ,AFEYS37TMYGZWIC6XZWB5A44WHDQ,AG6ZGGBWZ3W4RS3AO36OFPMEM6EQ,AGBSZTAHL3ZLNCNV4UMDDL7PVFVA","Naitik Parekh,Nerthi,RDP,Anu Chandra,HHJB,KANIKA S.,Avinash B,Shilpi",4.0,97,97,79,Home&Kitchen,1,low price,Home&Kitchen
B0989W6J2F,ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,1799,11,1595,"AFMIEGKNXXCMLWZFOBJ2D377PHVA,AGPUPI62IFNLHIAOE66RZ5FVZTIQ,AHZ5DVZ5VTJKMDTENJO4AZF7E4RQ,AFTQIPE7G3JCQMHJUU5FJBMP3MAQ,AEVLJEOZYZISEJ62IBSHVFIOVGHQ,AFOOAZDIA5NTHBNJ7SCIHUSR5WHQ,AHTOWZBM7RQHHVCMS3FQA7XBWSIA,AGQ2BGDKE2PWZ4Q27KVXUQQA67XA","Learning always,Saideepak,R P Singh,Rose,Saatu,Amit,Tony Antony,Kaavya Rekanar",4.0,2877,2877,1799,Home&Kitchen,2,low price,Home&Kitchen
B08LVVTGZK,"Lifelong LLSM120G Sandwich Griller , Classic Pro 750 W Sandwich Maker with 4 Slice Non-Stick Fixed Plates for Sandwiches at Home with 1 Year Warranty (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1300,29,929,"AGLUHXCJJDHZGCCQWBKUF7NAKL3A,AEE4VC52GEZBJ62O6SCO43EWMT6A,AFOQTS7SC5AGY5QHWAOGODRYPSYQ,AEDWSW43DK26XB4AM4TRHLPEJ3HQ,AEUFRVIZEZ32IEDWOE3KGCZXPRKQ,AGXY2N4QLW5M2KWTEAYKQSRBLOIQ,AFCWPBRLAMVOA6L27EPNMTLS3IYQ,AEJEWDZIQ3OTE47W62ZJ2HFOLRZQ","vijay patel,Gopal pawar,Anish negi,Amazon Customer,Dinakaran N.,Abhilasha,Amazon Customer,Seeker Seeking",3.9,1672,1672,1300,Home&Kitchen,2,low price,Home&Kitchen
B0B2DD8BQ8,Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,3099,33,2079,"AGT6US6YWB52FSW73Z6GUN4YKLMA,AHNK645M7U3NYPVYHTVX7LVQAVLA,AGNLKKB5BQFDZ2VIJJFRUROTMQMA,AFNV7NMTHTVCQTNUZEDQVTJEXU2Q,AFPXQFK4SWJN6QWFRHOJ6DWMEVVA,AHPQHJVDA6JHFNRN7OBYTBTJXBYQ,AERYOOEJHPM6LGMKD2LIKMGODTHQ,AEWJA5C73VCGFR4HX5TOUINZ425Q","Vaibhav G.,Archana A.,Tech & IoT savvy,SM Hussain,Varinder Singh,Amazon Customer,Ayushi Jain Bansal,NIKHIL H SWADAS",4.1,282,282,3099,Home&Kitchen,1,low price,Home&Kitchen
B0B5RP43VN,"iBELL SM1515NEW Sandwich Maker with Floating Hinges, 1000Watt, Panini / Grill / Toast (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,4650,68,1474,"AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,AEEYMW4YXUA5ZC4H34CHUW5EPFKA,AFJM5RTEFFX7H3WDQYDY6GX5HPNA,AG6JEDS3UJIQHXUGHEQHW7XHL2KQ,AE3BLMRIEOFTPVYRWPR7P5QUL5RA,AGOEGXCUQTAT4C57KQHXQJ4X25PQ,AEF4QBAINOQAYMSVNXHYZE7AYTSQ,AEFIOOBMEJPER2FTC4AVKEZ44NYA","Shiva,Saurabh vats,Gaurav thapa,Ash Sharma,Chandraprakash mohata,Saleha,SANYAM SINGHI,Bharti",4.1,1045,1045,4650,Home&Kitchen,1,mean price,Home&Kitchen
B01486F4G6,Borosil Jumbo 1000-Watt Grill Sandwich Maker (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,3690,22,2863,"AFGW5PT3R6ZAVQR4Y5MWVAKBZAYA,AG7QNJ2SCS5VS5VYYBNV4HDSIJ4Q,AFUDGN5MEXLKUULNTM7Y2G5P7TYA,AHXCDNSXAESERITAFELQABFVNLCA,AGRZD6CHLCUNOLMMIMIHUCG7PIFA,AFQZVGSOSOJHKFQQMCEI4725QEKQ,AEALVGXXIP46OZVXKRUXSDWZJMEA,AGEFL3AY7YXEFZA4ZJU3LP7K7OJQ","Rajib,Ajay B,Vikas Kahol,PARDEEP,Anindya Pramanik,Vikas Singh,Harshada Pimple,Saw a.",4.3,6987,6987,3690,Home&Kitchen,3,mean price,Home&Kitchen
B07JZSG42Y,Borosil Prime Grill Sandwich Maker (Grey),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,2590,26,1928,"AHYDKTW3WJO4HNGBHBOAFCJ3LOSA,AE3EGXXGRBM43FWMTLQB37JMC7OQ,AGIHOZJO4PWX5Z37R4I4RQXIZWRA,AE3CC3KBP4BWJZJMRJD4W6DYTXUA,AGMKONPE5QC455TBAZN4QNR73KXQ,AFH3GSHTIVQMKDP27TOCVV33JPOA,AED36GWWMN3IDN6MHKBLYHYCTTYQ,AHOIB4NI2LLE52QK6Y3ISJQUH2RA","Ronish,Man Mohan Gupta,Dr. PVS Rao,Rajat Mandal,neeti khandelwal,Anil,makwana keval,Ajay Srinivasan",4.0,2377,2377,2590,Home&Kitchen,2,low price,Home&Kitchen
B00935MGHS,"Prestige PSMFB 800 Watt Sandwich Toaster with Fixed Plates, Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1795,33,1199,"AG7XS62BBYTJDLOVUFYPSQ2DZZZA,AHIQFVEC26UUHE433ZSICDBIB36Q,AGEPZSRFODWZ4XUTXO2HNWLJIMJA,AG6LT2H74ZN26WM5OVCIJ6O6A3GQ,AGV66D5F6ULOSDAODDACCVNQ3V4Q,AFFCMTSY6Y6SGHYK7FNX2HBZ3NJQ,AHJC3EZMZ4YKHBUHTQEZQ3BQMZJQ,AELGICL2JENHDPFKWMURBPFAUSDQ","Jasmin Azzuhoor,Shreya,Avninder Singh,Namita Singh Panwar,Vilas A.,ramesh kumar,Rajnish Kumar,Disha",4.2,5967,5967,1795,Home&Kitchen,3,low price,Home&Kitchen
B07GWTWFS2,"KENT 16025 Sandwich Grill 700W | Non-Toxic Ceramic Coating | Automatic Temperature Cut-off with LED Indicator | Adjustable Height Control, Metallic Silver, Standard",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1975,14,1699,"AEY6PEMQ7DII44WSUSC67JEWDE3A,AFMVVM2AXA3WHTC23D2ZQH4YUTZA,AEQGRU6X2E3PF6OHP7HL7ZVTHOTQ,AEB4KX3FFG2DE2Q5CNKYTOWP5CBQ,AEASTV5BKJJIYW6WVS6JUBSK4MHA,AHQ7UT4SYDQMQB6DJDBVVHQBCXXA,AEZFDGHBWLHUXOLDPVNS3UERDNSQ,AFPMGJN4SHWHD3DBQBS2FXGBZ6TA","Tabassum,Ark,AMIT GROVER,-,deshraj s.,Ankisha Mishra,NITIN,Jai goyal",4.1,4716,4716,1975,Home&Kitchen,2,low price,Home&Kitchen
B01486F4G6,Borosil Jumbo 1000-Watt Grill Sandwich Maker (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,3690,22,2863,"AFGW5PT3R6ZAVQR4Y5MWVAKBZAYA,AG7QNJ2SCS5VS5VYYBNV4HDSIJ4Q,AFUDGN5MEXLKUULNTM7Y2G5P7TYA,AHXCDNSXAESERITAFELQABFVNLCA,AGRZD6CHLCUNOLMMIMIHUCG7PIFA,AFQZVGSOSOJHKFQQMCEI4725QEKQ,AEALVGXXIP46OZVXKRUXSDWZJMEA,AGEFL3AY7YXEFZA4ZJU3LP7K7OJQ","Rajib,Ajay B,Vikas Kahol,PARDEEP,Anindya Pramanik,Vikas Singh,Harshada Pimple,Saw a.",4.3,6987,6987,3690,Home&Kitchen,3,mean price,Home&Kitchen
B09XRBJ94N,"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,4600,55,2092,"AFIO2JLNOU6SSNCHMG2ZED34SVNQ,AFKJ6IC227YNTE5PYNVT4YBPT2SA,AFV3HKJKN55O6CQNAAIYSAPMCPXA,AGW3GPXDCYJJB5FMX6SOXTO7PKPQ,AEYJQQMMMEZZQ2D7WGG2KJG7EUJA,AF67RC7KNNJB3EMMFB5RSJ73N7SQ,AE6DZEFBVJYVMURYFDATZFAANXJA,AF34LKGQ5JFWGMS3TVAZMUKQCO4A","Srishty,Somesh Bandopadhyay,sowjanya,pritamsharma,Jaseyfiroz,Basanth Balram,Prem,Ritesh Mehta",4.3,562,562,4600,Home&Kitchen,1,mean price,Home&Kitchen
B07YQ5SN4H,Cello Non-Stick Aluminium Sandwich Gas Toaster(Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,595,50,299,"AEYYS445R5U3OMTCXTPFPPYIOC3A,AGRJV53VRADLDOF7VTZ75QXG7Q6Q,AFRZUJVTEHFZOVRCJJMAZTI5343A,AHPGEGRJETCIIA5N5UHXPPK7ZW3A,AGUWLDNMRBUVBQTRLDFJOU7B67WQ,AGZE52HWESBYEHQE7ZWVG6MIUTBA,AHC4U7CH7PGMKPLM3K6T36QSLJBA,AFNISIS3SIIIMSYAPMEAXNWBM4SA","deepika chaturvedi,Rishu,SKG,sachin agarwal,ashutosh malik,Amazon Customer,Shallu malik,Amann",4.0,314,314,595,Home&Kitchen,1,low price,Home&Kitchen
B07S851WX5,"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1299,0,1299,"AHRVVXFPTDB3B4XEYTEX3C4ZF2PA,AEU7MCZY4XW4EDOXAYKPNDPTWKMA,AHF32Q6YAAQ7QNHEROCDCCWFUOPQ,AGPRDVIBLQ763CQ2BOC4WHZQ4KHA,AE3AMYF4V4BHW3J5ODDAU6WECIRA,AGKNIH5C6WURF7GXXLBVS4HCEWHA,AFSPKHQPAW6WL74AXVQ7SGVQD3UQ,AHARN7LNP2PZHIXOX4FOADQWQCBA","Liz M,Dr. MRV,Amit Kumar,Kalpna Kumari,bhujvir,Naveenchandra Dawarkaprasad Agrawal,Shyam Tiwari,Vivek Kumar",4.2,40106,39952,1299,Home&Kitchen,4,low price,Home&Kitchen
B07RX42D3D,Tosaa T2STSR Sandwich Gas Toaster Regular (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,350,26,260,"AGDWMV5ZAHCSPG6IMWYOTBTOB6XQ,AE3LXXFXH6BORYJRUFKZHYY3UHYQ,AGFOD6MTODJ2BVFMYDOCLV6XQM5Q,AH7CH74XTRZWL4SHLUHGIKALPBHQ,AH7POVEBCJ2XBVILJPAO6EE4FQ5A,AF6EGJ3IP6NT47SNGHLAJ7IVUZTA,AEKGSTRWTY6EPGEDQJDF2ZGLQQEA,AEZOPOL7EG3CNIYHEUOIFRNNEDUA","Amazon Customer,Bhaskar kr yadav,Aman singh,Joseph Uttam Mondal,Chetan Sharma,Anand T.,pramod,Asha kumari",3.9,13127,13127,350,Home&Kitchen,3,low price,Home&Kitchen
B09J2QCKKM,Havells Zella Flap Auto Immersion Rod 1500 Watts,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",3500,57,1499,"AG2VWPTTUEHEZWGDIYDJWPX7IDJQ,AEDNFNVOPMOWPCSBXQJFW6PCP3ZQ,AHJQJ4BFKEDVWHP6FIXGMF75XSSA,AENPKYWO4NMYRYNE3PNVGD4CVOAA,AEZOCEHWCXQRBNLIQCNEC43TNMGQ,AFGGQUIZ4KW57HMRGQTSERDLCFEA,AHQ5BOJJTHUA6XD6IIN7GLN53DVA,AHPM47CWRZDB6XMDV2IVXQR3KDUQ","Jignesh malvi,Garry,sonu,Amazon Customer,SANJAY PATEL,SANJIV KUMAR,Md Nafis Ansari,Subhash kushwaha",4.1,303,303,3500,Home&Kitchen,1,mean price,Home&Kitchen
B00HZIOGXW,Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",825,26,610,"AGND3HQB3XFX544IUGTCX3IKAEPA,AFPQFZQGTCOV6TB2E7EBZHW2DUHA,AGYUFUC4EKXTZHF4CFVTKB3T7OUA,AFKHLRBSPFYWOOTXEENPIWUVNZGA,AEAMTXU57DL6YNJCT53AYMLYGXUA,AFF3TSSIXAVH4BPSQVJCLNQH4BYA,AFQ6C64AFI33KOGJU5IZAB57A45A,AHUBLOQI56TLETS3LQ3YZIYR5Z5A","Ashish,Veni,subbarao,srinivaas kandula,Karthik,venugopal,Swapnil,Dhinesh Sridhar",4.1,13165,13165,825,Home&Kitchen,3,low price,Home&Kitchen
B07LG96SDB,ESN 999 Supreme Quality 1500W Immersion Water Heater Rod (Black),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",510,34,335,"AHIDFZK6JPIY7FCTPZQJR6MSWV7Q,AGWW4VSBX2UUCMM5VFMMRKV6I34A,AHCLIYZDVIIFV3V4X4VPUFCRPP2A,AG7O2DWNCAQIAMWYENDUQG3P5FPA,AFKZM7TNSX7OVVQP26GUA2NULWFA,AEOWAV5QL6F5QH5VGY4XNKWX7ABA,AHPNZU4TQSKOFPXCED37ADH7NSYQ,AHFF2NUJXGN5BFX76OICF6XVEBOQ","Amazon Customer,kapil kumar sharma,Shilpi,Santosh Kumar Saini,Husna khan,Gadde.Raghavender,Ajay Kumar,Annaram vijith",3.8,3195,3195,510,Home&Kitchen,2,low price,Home&Kitchen
B088ZTJT2R,Havells Immersion HB15 1500 Watt (White Blue),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",1295,44,719,"AGEBUO6CQ3XQHSSH3PUT2M3VRIIA,AE3PNBPHVSOFM6ZFHRN65BJ623WA,AG33YAVAI5WBUVO6P3OSR7ZWEENA,AEASLP7ZXVRRT76WW6BZCHKEETPA,AEAMTNJ62GWPNSKKZKL2CBYJ7QPA,AFDE455VYYZCOICWG6PJN2OH5UZQ,AHQB5DKSV6PL6CIWHZOUYFYM3QAQ,AFE5TCTC2Z2RKYN3XOCDMTTUXYQA","L B,Ashwin Showi,ajith,Rounak,BISWAJIT DAS,Abhinav kumar,Karambir Singh,Soni",4.2,17218,17218,1295,Home&Kitchen,3,low price,Home&Kitchen
B08MV82R99,Bajaj Waterproof 1500 Watts Immersion Rod Heater,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",1020,36,653,"AGIVW6YDF6G7356WR2KBPADPKE7A,AEOVPFUZZRU7EA3ZJFWKXPQZATTA,AE3VLBYZZY526XUWNWWSXEEQ2O5A,AFNHLWRPD52MSE6TUXAB5VLED7AQ,AE4FFHZAQYHRMCJA7VSTKEWFAMXQ,AEOQEKGWB2B7Q5ONJFGET3MYI6VQ,AH7GMEHVW44SQG6NRGTTTK4EQPOA,AH77KODAPXPQ7E5TR4MMODAMSJGA","Vivek Koushik,Dilavar DN,soumya,Prosenjit Dutta,Ravi shankar,Ranvir Singh,Ravinder singh,mohit yadav",4.1,3366,3366,1020,Home&Kitchen,2,low price,Home&Kitchen
B00ABMASXG,"Bajaj Immersion Rod Water Heater 1500 Watts, Silver","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",720,25,539,"AFIIPGUQPWYMXSWDC6UMMV2GNLFA,AGJZTKPLF46HDRMNKDGJWKPX4UYA,AER7I64JAJJI72G6VZ6H4O6Y22UQ,AHFSBUDBRXKMCYZPP6BEZKRNOQTQ,AGF3A3NHVCJAOUUJY4W3GLAGGVRA,AFR5UNEGJS5HATA2W22UHEXKKY4A,AEMPRFMWCAOCHQJTMMRQDNTOK4NQ,AFLN27ZNTKWROZVTQW6EZEQSEQ5A","RAMEN MONDAL,Goutam,Suraj Gupta,Sony S.,Rajapandi Mani,Divya Dhanwani,Sangeetha,VEDANT SHAH",4.1,36017,36017,720,Home&Kitchen,4,low price,Home&Kitchen
B00P0R95EA,Usha IH2415 1500-Watt Immersion Heater (Silver),"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",640,20,510,"AECYTJD5MC5XGEX75UZY6T64WX5A,AH2XKE5NKEOBKOJRDJIPNYQRLCTQ,AEWVKFD6YXNBTHT7Q7CPKAPC4MKA,AGGDIBNZQHVRAJZXVXAHKBV2Y4RQ,AELBP2ICNLTZNQ7LRFSLDTGXC2IQ,AFGCWE3XJSFV3SHN5EU2N5VXWAZA,AH44PHVDPA7E2JJWAMVD7ZRPUFEQ,AFVYZFTM3SUEGYESW55OJNGUAJVA","Durgaprasad g.,S K Hazra,Niraj k.,Sapan,Amazon Customer,ulavappa s asundi,Hitesh Nayak,Lakshmi S",4.1,7229,7229,640,Home&Kitchen,3,low price,Home&Kitchen
B07K2HVKLL,Crompton IHL 251 1500-Watt Immersion Water Heater with Copper Heating Element and IP 68 Protection,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",1020,37,640,"AGD2UEWN67Y75EOCKEJE7TSOKPDA,AGD4TUF2TI74HZLJF4SEZHSJL5LQ,AEVI6BPCNUCWF43ZU36XOMZAZUSQ,AGCRBPV45GJOL34GSLRX4FPLED7A,AE4IXYSBU6N2L4ABI3FPVKYOL4XQ,AGKCZKL5F5SWMXTE7EOOX2TVAP6A,AHAWYKI6SKVO2NGCZ4BDJ4WWSZCQ,AE6MBEP4HN5HDV6LIEEN54UBRPWQ","Nikhil Kumar Singh,bhanu,Mallikarjun g.,RM,Deepak,sayan pal,Deepak,CHANDAN JHA",4.1,5059,5059,1020,Home&Kitchen,2,low price,Home&Kitchen
B0123P3PWE,Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",1075,7,999,"AGB3FQ7523INWDNY3MAHJWA5ZGIQ,AFOLHTLOEWQQPINOVOOJ4LKDV2WQ,AEUF4QR7MJKENC3HLTNYAFOHZKXA,AHMB26HGLHBPKSOH3OUNWCBIQCFQ,AFSLUKKF3K7FMWODWA6LZ2ZVTWWA,AF7GR2MYNSFD4CNYGBK3FANOGQ5A,AF3WQWGNYVESH32NWB4I25WPG3SA,AFWXZ2W37J27GZLU6RBZZRVJYQ3Q","MANEESH Jaggari,Vishal dhan,K. Chandrababu,md javeed,Suyash phapale,amit garg,Kiran Nelakuditi,Rajasekaran",4.1,9275,9275,1075,Home&Kitchen,3,low price,Home&Kitchen
B01GFTEV5Y,Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,3193,47,1699,"AFVYGOA4AWO77UIPMUNH6YSKSB5A,AEJMVHQ4LOSVJQ5BOXQREVQBC5RQ,AGZFPOD265HIFGO55KLY54L2IWQA,AFKT7G2UM46AJTJZXWBFXXH36B7Q,AGS6NNHGXGDDXIK4A2KFIXOO3A4Q,AENVIDMF6GS74EEWE2EBBUD3EURA,AHGBW4HBRJEUNLSHM376MUW2QCIQ,AGNGCIEWFRNNNYEDUUFQRBBWAVFA","Amazon P.,Snt,Rajesh,Soniya singh,Md Ramiz Raja,Amit Rawat,Ganesh,TOBIN KERALA",3.8,54032,39952,3193,Home&Kitchen,4,low price,Home&Kitchen
B00YMJ0OI8,Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,3645,41,2148,"AHXSYSLVVATNHR4SWPLA3L63YUTQ,AFFX4KVZMUXIEDXAJRMDEXK2RUYQ,AFY52SCGUVXVGOTEYS4SI2DNI6LA,AG2ARPIPDP5V6IADKVV3L65PFDWQ,AHR4VCSSS3ASHLNKCARGYORIBO2A,AESMEEYPQQLSSH32LMFSEYGPETVQ,AFFMRURM355RMYWJADFZ5ALXRHUA,AGSB7TRZSONDCRCQI6SC3NVWFQPA","Swapnil Mane,vinoth,Saravana r.,Akash Singh,Shabnamperween,SHUBHAM KUMAR,Anasuya Meghana,Monesh patidar",4.1,31388,31388,3645,Home&Kitchen,4,mean price,Home&Kitchen
